Cbfa2t3h,Cdh1,Cdh5,Egfl7,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Myb,Nfe2,Notch1,Pecam1,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3
-5.559238105,-11,0.348545895,-0.732657115,-2.489397285,-4.318466195,-0.012705885,-1.205604165,-3.234763155,2.797429105,0.091658765,-2.704524975,-11,-11,-11,-3.467162625,-1.175966765,-11,-5.195802275,-11,-11,-4.777691465,1.096489945,-2.174998595,-1.138608435,-4.964915305,-11,-3.971548615,-1.218470005,-6.142253765,-11,-11,-5.739517515,-2.203977875,-11,-9.164018665,-11,-2.785166745,-1.024244195,0.410127705,-8.089277475,-4.385277095
-11,-4.543410495,-11,-5.620008315,-5.360430735,-5.789343285,-1.549277395,-1.336286465,-4.833983195,-0.917148355,0.551638835,-0.401916125,-11,-11,-11,-4.865702695,-11,-11,-3.946752925,-11,-11,-11,0.000574435,-2.252995535,-1.397935645,-11,-11,-11,-4.605003785,-11,-3.876831795,-11,-8.958394975,-4.832754525,-4.579398035,-6.878903495,-11,-11,-11,-11,-5.205803135,-2.951856825
-4.964880615,-11,0.837499405,-1.414883605,-11,-1.929739155,-0.057256845,-2.736703325,-3.056439265,0.677991865,-0.360123495,-0.321449135,-11,-4.691173845,-5.054024435,-3.922196175,-1.862989475,-11,-3.390991025,-11,-3.832918795,-5.017334865,-0.099857825,-4.431655545,-2.817962855,-4.997190765,-0.358465835,-11,-2.440111655,-11,-0.623474705,-5.567748235,-6.366018265,-1.863970755,-2.606354085,-0.246511365,-4.865691035,-11,-3.258460715,-0.288467785,-6.344273945,-11
-1.612826343,-11,2.244606258,-0.069855263,-2.978254243,-4.172250933,0.649776168,-2.735994233,-4.829655053,2.577374228,0.403908788,0.632961418,-3.380245403,-6.039500243,-2.989138963,-3.597076663,-1.394275853,-11,-11,-11,-2.453070393,-4.007210083,0.078225317,-1.965001323,-0.522201142,-11,1.085643508,-11,-0.683471313,-6.871551123,-2.408727873,-2.081979053,-7.153882803,-2.147581393,-1.131381093,1.222440988,-1.972816823,-3.570300513,-2.517454243,0.257145678,-11,-11
-3.06993102,-11,2.86954596,-0.85850897,-2.28841034,-2.02671024,0.57599417,-4.88461213,-2.84842271,2.44002807,0.69918895,-0.07483174,-11,-2.61346848,-1.59317796,-0.03479081,-1.26277479,-11,-4.22379412,-11,-5.34831345,-3.13319763,0.09161731,-1.27615355,-1.47042052,-11,0.68555715,-3.09079853,-0.02060344,-5.52153426,-1.12052562,-5.32396753,-5.37400777,-0.38477438,-0.24758085,1.27261195,-1.3328849,-4.01077949,-1.49510837,-1.4595842,-6.24710369,-4.68624824
-4.253396675,-11,2.857068395,0.020237945,-1.709741275,-1.746453355,1.389187975,-1.907968035,-2.188342505,3.052214025,0.218580085,-0.787572735,-4.383688995,-11,-1.673850765,-11,-1.568812905,-11,-11,-11,-2.237545015,-3.055520485,-0.256945455,-1.494324675,-0.956821665,-11,-2.212859555,-4.751836665,-1.050631385,-11,-4.343576715,-6.823167135,-5.266084235,-0.399991605,-11,-0.392189505,-11,-11,-3.378213685,-0.139388005,-11,-4.991788065
-2.79825551,-11,2.27330937,0.07107106,-4.15339155,-3.72354184,2.33371388,-11,-2.19635249,1.47668283,0.39123882,0.47501621,-1.48194886,-2.54362939,-0.40509115,-11,-11,-11,-3.02425294,-11,-1.68159888,-4.11316539,1.29347597,-1.35147579,-2.375341,-11,1.35310475,-11,-11,-11,0.25502218,-4.07126357,-5.57286991,-1.91800964,-2.45065642,0.55258466,-1.26582919,-11,-2.60184833,0.37292305,-8.52052475,-11
-2.152594513,-11,-0.067712312,-3.477392993,-4.106626223,-4.127320513,1.379479608,-3.425767943,-2.765712533,-0.099863492,0.250620618,-0.334325532,-2.621509433,-11,-1.849333283,-0.013497042,-3.174050183,-11,-11,-11,-1.216550873,-1.223512173,-2.063273963,-0.612704302,-1.615155183,-11,-1.715274423,-11,-3.846944433,-11,0.089037297,-2.384478213,-8.654081613,-0.959199183,-11,0.814121068,0.133188358,-11,-11,-2.302375263,-11,-11
-3.4243736,-11,0.50245498,-1.22265781,-2.8348791,-2.58609983,1.49094233,-11,-2.38705886,2.26751439,0.18563649,0.03794036,-4.99761785,-5.67707906,-0.14257508,0.09238538,-2.8640249,-11,-4.40011147,-11,-2.3592622,-11,0.04659155,-2.08552742,-1.04310725,-11,-0.30311306,-11,-3.06114222,-5.89378939,-1.33851599,-4.50207747,-7.62930033,-1.11645217,-4.32903175,0.71570173,-4.2472309,-11,-4.16891556,-0.62219469,-8.38379484,-4.11555724
-3.468511743,-11,0.104265618,-0.918558263,-6.164307233,-2.341299363,1.282888628,-7.546264483,-1.657109983,2.074286228,0.329932918,-0.931850322,-11,-5.888888893,-1.312822753,-4.485999833,-2.478447343,-11,-3.940220493,-11,-5.599092533,-3.547703513,-1.034514383,-4.720090563,-2.753876963,-9.514559153,0.006566598,-11,-11,-11,-1.259118933,-11,-6.368092403,-1.346838873,-3.180359963,0.579128928,-3.962670973,-11,-2.027972683,-0.747964312,-11,-4.076617943
-1.838357558,-11,-11,-3.291993138,-11,-3.044963068,-0.442986337,-0.208318107,-3.194468948,1.845005313,0.619886583,-1.331983038,-11,-11,-3.385986168,-11,-2.276941558,-11,-3.907043798,-11,-11,-11,0.817594633,-6.298727548,-11,-11,-0.730006477,-11,-1.335556998,-6.690940928,-7.819665968,-11,-5.803696118,-11,-11,-3.430757968,-3.260860768,-4.429217508,-1.714816128,-0.050561817,-5.498856338,-2.238483118
-11,1.58251864,-11,-3.4615498,-11,-11,0.59338147,-11,-11,-11,-0.46943243,0.49654575,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-4.80076329,-1.59197615,-11,-2.71644249,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
-4.621491073,-11,-11,-11,-11,-4.485110473,-0.560286323,-4.424890783,-3.252346233,-11,0.986615298,-1.946807903,-11,-5.048574783,-11,-11,-3.477851813,-11,-11,-11,-11,-11,-1.294823163,-4.434399573,-0.602835103,-11,-11,-2.613974343,-2.315743273,-5.407507533,-11,-11,-7.239265333,-11,-11,-11,-11,-11,-11,-11,-7.267179603,-11
-2.95610346,-11,1.84869908,-0.91882932,-2.65635487,-2.86627931,1.65795173,-1.23304987,-3.00201822,2.58634223,0.50122131,-0.08622088,-3.89535847,-3.78667673,-2.45130919,0.72446675,-0.53508465,-11,-11,-11,-1.09301854,-3.68956946,0.20045683,-0.78540492,-1.35867768,-11,-0.5109417,-11,-1.41506624,-11,-1.49169141,-4.67227745,-5.69498637,-1.09521137,-0.45012974,0.43019301,-0.54010604,-11,-5.52185049,0.5177237,-11,-11
-3.801996968,-11,-1.807415078,-1.330087008,-2.926033508,-2.318721438,2.501093453,-1.584680318,-2.303901558,3.993915043,-0.317734027,-1.269707488,-11,-11,-11,-11,-2.429758348,-11,-1.570829168,-11,-4.928403788,-11,1.560437973,-3.370846438,-1.562167858,-5.138117568,-0.332113208,-11,-0.248449658,-11,-3.454342008,-11,-4.466334868,-0.539198688,-11,-4.428665198,-11,-2.782638858,-0.428316258,0.675471663,-7.263474278,-4.800365258
-4.422635308,-11,-11,-11,-11,-5.492917318,-3.082136028,-3.093207278,-3.456270288,-11,1.343150193,0.432186993,-11,-11,-11,-11,-11,-11,-5.419461568,-11,-11,-11,0.455814683,-5.258205218,-1.593726008,-11,-11,-11,0.628815253,-11,-11,-11,-11,-11,-11,-4.505712418,-11,-11,-11,-11,-4.023417778,-4.527317398
-4.095219275,-11,0.705147765,-2.599731365,-11,-5.158326705,1.827304575,-4.208419455,-2.465393095,0.626224855,0.582790055,-1.787254115,-2.098863315,-5.745707845,-0.304464525,1.472731515,-3.083710515,-11,-11,-11,-1.840447785,-2.297892625,-2.422946635,-2.302074185,-0.611172115,-4.779296535,0.845894285,-11,-4.676057355,-6.110137965,-0.283522325,-2.856025755,-11,-1.798561575,-4.948591335,-0.417884645,-0.188163175,-11,-11,-0.805631125,-11,-5.439954465
-3.512245663,-11,-11,-0.052009063,-3.221595323,-5.411372953,0.507921037,-0.281100083,-1.989339793,2.032648918,0.667645197,-1.439266923,-11,-11,-11,-11,-0.998089553,-11,-11,-11,-11,-11,2.036857808,-6.638363583,-1.386174593,-3.931467083,-3.525204683,-11,-0.233762083,-11,-11,-11,-3.723258123,-3.115926513,-11,-6.549334303,-8.340756223,-11,-1.518320653,0.257852148,-7.388648503,-8.315175413
-11,-11,-11,-3.786702913,-11,-11,-0.975251732,-11,-2.879533333,-1.767457953,0.592633638,-0.613601423,-11,-11,-11,-3.207502683,-11,-11,-2.543940703,-11,-11,-11,-1.874353743,-4.889973993,-2.401411873,-11,-11,-4.572209703,-1.961808183,-11,-11,-11,-11,-11,-11,-11,-11,-4.294448013,-11,-11,-3.256870303,-3.588237103
-5.34154876,-11,-6.15121335,-2.56852726,-11,-3.68009882,-0.4249383,0.05824233,-2.60622579,1.60781909,0.83058043,-0.16937495,-11,-11,-11,-11,-2.87139395,-11,-4.71095122,-11,-11,-11,1.44505727,-3.16902371,-1.42170815,-11,-1.70585192,-11,-2.68744862,-11,-5.09367657,-11,-5.33845156,-2.84192425,-11,-5.11103838,-5.32438067,-4.29598028,-1.3777281,-0.15265073,-6.42015641,-3.33630219
-4.606030273,-11,-11,-4.286463323,-11,-3.650963903,-2.070728943,-2.710302633,-2.907272073,-11,1.440586298,-0.129750463,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-0.451971293,-4.188106393,-0.703656523,-11,-11,-11,0.938915327,-11,-3.286933063,-11,-6.772110613,-11,-11,-11,-11,-5.039120313,-11,-2.775968893,-5.856474743,-4.610995793
-11,-5.631818945,-4.261352605,-0.959511935,-4.527423495,-5.436754405,-0.585829835,-0.611632035,-2.830666025,1.967410865,0.071758605,-1.165387065,-11,-11,-5.081194255,-11,-0.732848225,-11,-4.105148825,-11,-11,-11,0.905922345,-3.545039405,-11,-5.494351815,-3.299588125,-11,-0.809998975,-6.127659745,-4.316680125,-11,-6.378897445,-11,-4.190370555,-6.554652665,-4.528669375,-4.581986585,-2.071539885,0.129959685,-6.663669445,-11
-2.359033593,-11,2.350987298,-0.189634972,-1.564609203,-1.535837093,1.230685978,-5.069716453,-2.195948773,3.752818808,0.126190458,-2.333940043,-11,-11,-1.468298703,-3.069967283,-3.702324173,-11,-11,-11,-5.216682693,-4.333923853,1.322971698,-1.304628003,-2.444233033,-4.037606053,-1.015731453,-5.288809423,-0.902528822,-7.278065703,-11,-6.420563953,-2.794045203,-1.784994053,-3.024018053,-2.874760413,-2.606245813,-2.655694293,-3.596525543,-0.424657902,-6.737002153,-5.051310893
-1.90543485,-4.92855168,2.59488109,-0.65955598,-2.80942502,-1.1348069,1.49946869,-2.60228932,-2.74544536,2.65770986,-0.73903912,-0.71084423,-4.78694409,-11,-11,-4.03654147,-3.0973113,-11,-3.23904497,-11,-5.14324769,-8.2716459,1.36277181,-1.21854485,-0.97806426,-4.89665846,1.16456792,-4.23812913,-0.87865679,-11,-11,-5.71345501,-6.36669611,-0.17353414,-11,-3.16864885,-11,-5.02860878,-1.94708794,-0.12737118,-11,-4.77555541
-2.088379785,-11,4.268068025,0.123890435,-4.522765645,-1.749680755,0.895512505,-4.960752625,-2.719253035,3.208320235,-0.478429885,-3.444693915,-11,-11,-4.150606915,-11,-11,-11,-3.740199955,-11,-5.774457035,-2.467321515,0.638046305,-1.395017235,-1.358138335,-4.233309695,0.615763015,-11,-1.261676695,-11,-3.248999415,-11,-4.577723575,-0.709682865,-4.258053505,-0.372953735,-2.199476565,-4.654911095,-1.170947585,-0.195175235,-11,-3.291907605
-4.09056257,-11,-0.70274457,-0.25359421,-11,-2.09223762,1.6263841,-2.17703492,-2.0120499,2.40395359,0.62859927,-1.6450125,-11,-11,-11,-11,-2.11885473,-11,-11,-11,-11,-11,1.59280534,-4.19421812,-2.75779686,-8.17696633,-2.06729675,-11,-2.01205455,-11,-11,-6.21005276,-5.75506863,-2.20926959,-11,-4.69241542,-11,-4.33644554,-1.9849599,-0.98460255,-8.05605511,-11
-2.728725053,-11,2.124516318,-3.402175923,-11,-3.836588983,0.900822337,-5.282662593,-1.360037873,0.673838357,0.293149467,-1.259348203,-3.007623503,-11,-2.038032313,2.059448088,-3.881699953,-11,-3.007354473,-11,-2.730427953,-3.667713743,-1.134611953,-0.359939093,-1.625073253,-6.779197833,-0.172555843,-3.875849703,-3.802401083,-11,0.482405647,-3.766542613,-11,-1.268362723,-11,0.599795618,0.230982778,-11,-11,-1.424946453,-11,-11
-2.902869085,-11,1.100804365,0.278916765,-1.327756745,-1.834557545,1.591418625,-1.166338695,-2.843491895,2.638189835,1.175394975,-2.003775525,-11,-11,-11,-11,-1.094417985,-11,-11,-11,-4.854268235,-11,1.864427475,-1.218739505,-1.603055015,-11,-2.171416305,-4.773495195,0.548426155,-3.598932195,-3.667352485,-11,-5.559470215,-1.669829895,-3.740163885,-3.955573005,-1.607650035,-1.687774765,-1.334631505,0.607417345,-4.635060015,-3.874876035
-5.099948533,-11,2.580495918,-1.345150403,-2.926897163,-2.502525183,1.425061708,-4.927520023,-2.607028063,2.215622348,0.052005698,-0.520095863,-11,-11,-2.699307693,-11,-2.133146223,-11,-2.703654323,-11,-1.940173263,-4.647346373,-0.006638712,-2.431140423,-11,-5.110738553,0.010675428,-11,-3.411903273,-5.190667003,-0.394195753,-11,-7.745389453,-2.364879193,-2.253586063,0.027314318,-11,-11,-2.328740133,-0.464370512,-9.010423593,-5.171275463
-2.16183171,-11,-1.04069569,-0.33016222,-1.87138559,-3.20309829,0.62221228,-0.13334886,-1.32150069,3.96674071,0.72717134,-1.36696614,-11,-11,-2.31089157,-11,-0.86060114,-11,-4.09635449,-11,-11,-4.8575309,2.27119809,-4.48813537,-1.63787088,-4.79275397,-1.33721505,-11,-4.31153617,-11,-11,-11,-4.50028842,-2.31553218,-11,-6.57312614,-4.94050429,-11,-1.40887315,0.96706248,-6.8318347,-11
-11,-11,-11,-2.46807963,-11,-3.89500646,-0.50002642,0.96714696,-3.23608683,-11,1.37988574,-0.09459521,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.98200423,-4.1476124,-1.79724733,-11,-11,-11,0.9534737,-11,-11,-11,-7.90349424,-11,-11,-11,-11,-11,-11,-11,-6.1429736,-11
-4.592831138,-11,1.506696303,0.196605852,-11,-2.086142188,2.400353313,-1.916980798,-2.270174808,2.892842543,-0.240842238,-0.552089808,-11,-11,-11,-11,-0.124918717,-11,-7.822937428,-11,-4.610916488,-3.928828988,2.067493483,-4.197195378,-1.660621728,-7.856698098,-11,-11,0.203056643,-11,-3.899387418,-11,-4.802302528,-0.773948847,-1.880598198,-4.896534488,-3.251226668,-11,-2.449943448,0.352883183,-5.494477648,-3.146867268
-2.061900173,-11,2.947854088,-2.386235203,-4.872323303,-3.785886593,1.829313638,-2.382080203,-3.881319553,2.831498868,1.142792338,-0.080238802,-3.145568153,-11,-1.033065563,-0.012046842,-1.492395563,-11,-4.626605993,-11,-0.892169382,-1.170394593,-0.465303143,-1.754633283,0.338718438,-6.235726223,0.275586558,-11,-1.243373673,-11,-1.540932293,-4.677585383,-5.482566943,-1.261075203,-2.780924343,0.234155118,-1.643967353,-11,-11,-0.424509802,-8.326894153,-4.842456303
-11,-11,-3.414184138,-1.374857418,-11,-8.201998628,-1.199865188,-0.475100688,-2.212378988,1.482854063,1.115523323,-0.824107318,-11,-11,-11,-3.785317738,-0.274588118,-11,-11,-11,-11,-11,1.762565123,-3.018857198,-1.478657828,-11,-11,-11,-1.242603588,-8.585054138,-4.390851858,-11,-5.056153208,-5.123167238,-4.582751918,-11,-11,-11,-3.152840308,-0.254041898,-7.697276668,-11
-11,-11,-3.893594503,-11,-11,-3.969169423,-1.957345373,0.841310337,-2.841211853,0.197118297,-0.052489583,-1.056270893,-11,-11,-11,-11,-4.576610453,-11,-11,-11,-11,-11,1.688340568,-2.192238823,-1.160959063,-3.712069233,-11,-11,-2.533883343,-5.747800593,-11,-11,-4.825243733,-3.166417833,-11,-11,-11,-11,-11,-0.389481933,-6.813167143,-11
-2.146037215,-11,-2.201831135,-0.020956495,-3.978247655,-3.590690455,-0.408988165,-0.108728285,-1.378236995,1.915106325,1.863699355,-0.669203595,-11,-11,-11,-11,-2.503490475,-11,-11,-11,-11,-11,1.868722775,-2.491124205,-0.755992555,-5.215571955,-1.472707185,-11,0.771445615,-5.432089365,-4.042674045,-11,-4.777336305,-2.136065965,-11,-5.514882725,-11,-2.646964185,-2.059483255,1.000182665,-7.549223665,-4.180949435
-3.81181002,-11,0.36628459,0.38399416,-1.24203054,-11,1.58548385,0.19805973,-1.51656653,3.3856729,0.82302316,-2.45485442,-11,-11,-11,-11,-0.4700852,-11,-11,-11,-11,-4.09100329,2.08783189,-2.26464063,-1.89246265,-5.71328283,-1.05870777,-11,-0.30122502,-11,-11,-11,-5.1886544,-3.14844785,-3.01393798,-11,-5.20641354,-11,-1.01820043,0.68819141,-8.35553118,-11
-3.443189368,-11,2.077360743,-0.908985448,-3.015926948,-5.027280768,-0.307456648,-4.952089618,-2.955589538,1.224491613,0.810580622,-0.674348418,-2.088013118,-11,-2.027600078,0.897736762,-2.386896808,-11,-11,-11,-2.266195398,-2.493426348,-1.506351138,-2.440689478,-0.293485288,-11,-0.360374608,-11,-4.240253628,-11,-1.604575158,-3.120726518,-6.572577808,-1.241158488,-2.798896188,-0.207588918,-1.834063908,-11,-3.538816608,-0.752668558,-11,-11
-5.402456768,-11,-0.178274377,-1.502518858,-4.108987878,-3.238189998,0.579693473,-4.491470408,-3.368373708,1.551007643,0.727191113,-0.508543628,-2.244888688,-2.419110978,-1.005996968,-11,-11,-11,-11,-11,-0.795768158,-3.683571238,-0.818319067,-2.387290698,-2.431289858,-11,-0.205720787,-11,-11,-11,0.136459693,-5.891900518,-11,-0.759752978,-3.922588238,-0.051421227,-11,-11,-3.768324828,0.426291543,-8.759530808,-11
-3.553284833,-11,0.190833178,-0.597500243,-2.981657583,-2.975837883,1.997041838,-1.305725813,-1.917088233,3.012757478,-0.124075553,-0.437405963,-11,-11,-11,-11,-2.280182603,-11,-2.667634863,-11,-4.821189703,-5.424861563,1.560576048,-2.895386713,-2.550163393,-4.704790353,-2.310392793,-11,-1.177744923,-11,-4.957224003,-11,-4.862976423,-0.841408933,-3.627483793,-4.394295613,-11,-1.744332303,-1.275792743,0.084320088,-6.580978163,-4.397773763
-3.515359298,-11,3.740748283,0.262409203,-4.261111288,-1.275777028,1.340286763,-2.238318318,-3.877142108,2.351217953,0.254210283,0.554748653,-11,-11,-3.431949298,-11,-1.351864068,-11,-2.576114798,-11,-3.819494788,-2.843676558,1.208429873,-1.484896278,-0.840068497,-4.473131418,-0.317957017,-11,-0.294818087,-5.814305138,-11,-5.135917118,-4.028894768,-0.770597687,-3.029806818,-0.949733177,-5.236523368,-4.661495848,-1.380494728,1.728499293,-7.482520028,-3.430424748
-11,1.004285378,-11,-11,-11,-11,0.821730558,-11,-11,-11,-0.758468073,1.843837728,-11,-11,-3.370335493,-11,-11,-11,-11,-11,-11,-11,-11,-5.359993963,-1.238597193,-11,-11,-11,-3.890771393,-11,-11,-11,-11,-11,-11,-5.042473183,-11,-4.836506313,-11,-11,-11,-11
-2.73609001,-11,-2.46923975,-2.01620622,-3.857235,-2.86238494,1.08645294,-3.70326157,-3.39172041,2.20512961,0.38182846,-1.1395144,-6.20585428,-11,-2.43288303,-11,-0.62447729,-11,-11,-11,-2.46879295,-4.9005573,0.5786063,-3.04656944,-2.94868462,-11,-1.71551459,-11,-1.68008141,-11,-1.05988582,-6.07266812,-5.06465072,-4.3764154,-2.64751129,-1.02328519,-11,-4.88244122,-2.22566733,-0.54267971,-11,-4.04880448
-3.540063753,-11,-1.230126373,-4.172047393,-11,-6.145567093,0.650099848,-11,-2.746175893,-0.207761743,-0.482969463,-1.359844703,-2.157107103,-11,-0.262815233,2.822822508,-2.091824263,-11,-11,-11,-1.479858233,-3.919066503,-2.312293743,-1.386660103,-2.298038223,-5.038948763,-0.184832793,-11,-4.885247223,-5.158000903,0.688530518,-4.195642313,-11,-3.797056043,-11,-0.290196133,-0.707094133,-11,-5.257814043,-0.694668143,-11,-11
-3.425719488,-11,-11,-4.639516728,-11,-0.376518747,-0.731407217,-2.494710838,-3.515933268,1.341983953,1.066995163,1.194997263,-11,-11,-11,-3.259944888,-11,-11,-2.909369788,-11,-11,-11,0.402351983,-3.136963908,-0.508019857,-11,-3.127739508,-2.704493088,-1.907749998,-4.377338468,-4.032732088,-11,-4.689885228,-3.214411428,-11,-6.025799738,-11,-3.157787648,-3.082845738,-0.767040557,-5.084039888,-4.223633618
-1.897744528,-11,2.815491243,0.647139483,-1.121838788,-1.699724918,2.565614213,-1.950615418,-2.305441418,3.405792343,1.289467953,-1.386567728,-11,-11,-11,-11,-0.063319497,-11,-11,-11,-11,-11,1.732465643,-1.007669578,-1.200107728,-4.315286048,-1.274087778,-4.857367378,-0.682579858,-11,-11,-11,-3.689929168,-1.300256048,-11,-4.134895208,-4.705604108,-1.943561478,-1.031208298,-0.014000047,-6.068680848,-11
-3.823700655,-11,4.077255565,0.049329965,-2.289757925,-1.637080215,2.656786075,-4.108257785,-1.578026625,3.620840715,0.240959925,0.825105135,-11,-4.197127415,-2.433467345,-3.267198895,-0.763292905,-11,-7.322968725,-11,-3.148279715,-2.345094655,1.238557065,-1.573929845,-1.837110375,-4.132301105,0.186656995,-5.142964195,-1.776840055,-11,-2.244346565,-11,-7.186070465,-0.498110875,-0.875859025,-1.052215095,-4.523654685,-11,-2.504436065,1.383506495,-11,-11
-3.6689112,-11,-11,-2.84718841,-3.53002671,-2.66632633,-2.25888125,-4.08129289,-3.27646716,2.07042042,0.38713651,1.64957153,-11,-11,-11,-3.9141307,-1.54100409,-11,-3.29230336,-11,-5.34023155,-3.38530866,-0.07937828,-1.57773443,-2.1006802,-11,-2.86482911,-11,-3.86963395,-11,-11,-11,-6.24078947,-1.6555834,-11,-1.54499757,-4.85540179,-11,-2.51827788,-1.13910545,-5.81304036,-3.72617734
-2.454027615,-11,-0.889413875,-1.829874085,-3.289157905,-11,-0.310041845,-11,-1.620445115,1.090989335,-0.139009445,-0.274740295,-3.107412215,-4.728537735,-1.714540155,-1.362112835,-11,-11,-11,-11,-1.672000805,-2.874224665,-1.562992055,-0.420280405,-0.717191555,-4.274347965,-2.017326515,-11,-11,-11,-0.322152385,-2.776663545,-11,-1.263595595,-7.501254395,-0.958785345,-1.061925965,-11,-11,0.511393495,-11,-4.398694985
-5.078423788,-11,-11,-0.825967698,-3.973599198,-0.767930697,-1.387242708,-2.558862818,-2.587843568,0.551005443,0.814278383,0.047971643,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,1.036872793,-0.015643318,-1.150092178,-11,-1.971418318,-11,-1.061895958,-5.838252628,-11,-11,-4.208997778,0.227200633,-11,-11,-11,-2.695517138,-2.285550008,-1.844387028,-4.957216218,-7.024161748
-11,-11,2.124287048,-1.182767443,-4.174754733,-2.815950303,1.375466538,-5.400786073,-2.457322773,1.575353698,-0.446319963,-0.853050663,-11,-11,-11,-11,-4.369782583,-11,-2.836422583,-11,-3.973621183,-4.085310663,0.054851808,-3.644915053,-2.234781023,-11,-11,-5.533826763,-11,-11,-2.292043383,-11,-5.947850453,-2.399821813,-2.016044423,-0.915254423,-11,-5.170955663,-3.477582023,-2.778561153,-9.141432393,-11
-11,-11,-11,-11,-11,-4.059186673,-0.317411453,-0.262780163,-2.441914903,-1.642106213,0.365652638,-0.695532973,-11,-11,-11,-3.081020803,-2.655244993,-11,-11,-11,-11,-11,2.263001708,-4.260995063,-2.481407943,-11,-11,-11,-0.063345492,-11,-11,-4.693814143,-11,-11,-11,-11,-11,-11,-3.725356173,0.510593198,-6.699361333,-11
-11,-11,1.601944545,0.730446585,-0.548766735,-0.621785515,2.601141865,-4.178684625,-3.601018305,3.029935985,0.372513385,-0.817687085,-11,-11,-11,-3.107834665,0.259116635,-11,-11,-11,-11,-4.091721035,2.682547385,-0.853990655,-1.640174855,-2.418506155,-1.021633705,-1.863599455,0.016816495,-11,-11,-11,-2.769764805,0.540801305,-3.600387095,-11,-11,-2.535709295,-0.709298585,1.718743235,-5.758169665,-2.356957615
-4.35088094,-11,2.18161173,-0.21428187,-3.46909007,-1.5722071,1.08081009,-4.19396781,-1.89463994,2.54189979,-0.1641027,-0.28902213,-11,-4.10205061,-1.55042216,-11,-3.12195257,-11,-3.25345523,-11,-4.72784298,-4.38953792,0.99438326,-2.81733153,-0.83371164,-11,0.96817208,-4.92877973,-0.41636227,-11,-2.08785053,-5.17870256,-6.25667733,2.98e-05,-3.16070002,-0.50626041,-4.3571328,-11,-2.342416,-0.32414022,-7.92341829,-11
